journal_name,issn,field,doi,title,received_date,accepted_date,revised_date,published_date,days_submission_to_acceptance,days_acceptance_to_publication,days_total,data_source
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-138,Removal of Pb(II) and Cd(II) by Biomass Derived from Broadleaf Cattail and          Water Hyacinth,2022-11-17,2023-04-27,,2023-01-01,161,,45,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-113,Kinetics for the Methanogen’s Death in the Acidic          Environments,2022-08-27,2022-10-21,,2023-01-01,55,72,127,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-076,"Concurrent Analysis of 84 Compounds among Emerging Contaminants Listed by the Ministry of the Environment, Japan, in Domestic Wastewater Treatment Plants Using Liquid Chromatography and High-resolutio",2022-05-27,2022-11-07,,2023-01-01,164,55,219,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-102,Transport of Colloids and Colloid-facilitated Cadmium in a Sri Lankan          Agricultural Soil,2022-07-23,2023-08-07,,2023-01-01,380,,162,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-133,Methane Emissions and Related Physicochemical Soil and Water Parameters in          the Peat Swamp and Melaleuca Forests of U Minh Thuong National Park in          Vietnam,2022-10-21,2023-03-09,,2023-01-01,139,,72,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-060,Synthesis and Optimization of Visible-light-driven            G-C&lt;sub&gt;3&lt;/sub&gt;N&lt;sub&gt;4&lt;/sub&gt;/CoMoO&lt;sub&gt;4&lt;/sub&gt; for the Removal of          Tetracycline,2022-05-26,2022-10-06,,2023-01-01,133,87,220,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-127,Electrical Conductivity as an Indicator to Assess the Suitability of River          Water for Recreational Use,2022-10-03,2023-05-09,,2023-01-01,218,,90,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.23-049,Facile Synthesis of TiO&lt;sub&gt;2&lt;/sub&gt;/Bi&lt;sub&gt;2&lt;/sub&gt;WO&lt;sub&gt;6&lt;/sub&gt; Composite for Visible Light-Responsive Photocatalytic Degradation of Norfloxacin in Aqueous Solutio,2023-04-26,2023-08-08,,2023-01-01,104,,,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-095,Effect of Protists on Horizontal Transfer of Antimicrobial Resistance Genes in Water Environment,2022-06-29,2022-10-31,,2023-01-01,124,62,186,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.23-041,Implications of Simulation of CO&lt;sub&gt;2&lt;/sub&gt; Dispersion on Marine Potential          Environmental Impact Assessment and Monitoring at CO&lt;sub&gt;2&lt;/sub&gt; Storage          Sites,2023-03-30,2023-07-26,,2023-01-01,118,,,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.23-007,"Levels of Two Earthy and Musty Odor Compounds, 2-Methylisoborneol and          Geosmin, in Wastewater and Concentration Variations during Treatment",2023-01-12,2023-05-30,,2023-01-01,138,,,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-064,Growth Characteristics and Changes in Elemental Composition of &lt;i&gt;Microcystis&lt;/i&gt; sp. under Various N:P Mass Ratios,2022-05-27,2022-11-29,,2023-01-01,186,33,219,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-078,"Causal Relationships between Stream NO&lt;sub&gt;3&lt;/sub&gt;&lt;sup&gt;−&lt;/sup&gt; Concentrations          at Baseflow Conditions and Key Regulating Factors in the Kinki Region of Japan, Including",2022-05-27,2023-02-13,,2023-01-01,262,,219,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-045,Inhibitory Effects of UV-LED Irradiation and Period in Darkness on Photoreactivation of Coliforms in Johkasou Treated Water,2022-04-18,2022-08-22,,2022-01-01,126,,,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.21-178,"The Impact of COVID-19 Lockdown on People’s Mobility and Water Quality of Siak River, Indonesia",2021-12-25,2022-04-04,,2022-01-01,100,,7,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-061,Analysis of Development and Decline of Hypoxia by Using Monitoring Data          Collected near The Tama River Estuary of Tokyo Bay,2022-05-27,2022-08-29,,2022-01-01,94,,,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.21-154,Examination and Evaluation of Oyster Shell Utilization with Rice Husk Biochar for Phosphorus Adsorption,2021-11-11,2022-03-28,,2022-01-01,137,,51,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-065,Effects of UV/PS and UV/H&lt;sub&gt;2&lt;/sub&gt;O&lt;sub&gt;2&lt;/sub&gt; on Degradation of Natural Organic Matter and Formation Potential of Haloacetonitriles in Surface Water,2022-05-27,2022-09-09,,2022-01-01,105,,,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-046,The Toxicity of Copper to Pacific Oyster and Sea Squirt from Japan Using          Regional Seawater as a Test Medium,2022-04-19,2022-07-11,,2022-01-01,83,,,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.21-147,Evaluation of Dissolved Greenhouse Gas Profiles in Paddy Fields Irrigated with Treated Sewage Effluent,2021-10-22,2022-02-11,,2022-01-01,112,,71,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.21-177,"Groundwater Potential Assessment of the Sedimentary and Basement Complex          Rocks of Ogun State, Southwestern Nigeria",2021-12-22,2022-10-04,,2022-01-01,286,,10,jstage
Journal of Water and Environment Technology,1348-2165,Environmental Science,10.2965/jwet.22-058,Development and Validation of an Analytical Method for Simultaneous          Determination of Perfluoroalkyl Acids in Drinking Water by Liquid Chromatography/Tandem          Mass Spectrometry,2022-05-26,2022-09-29,,2022-01-01,126,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.21.1202010,Quasi-Periodic Mitigation of Runaway Electron Beam via Interaction with Kinetic Instabilities in the QUEST Spherical Tokamak,2025-08-04,2025-11-04,,2026-01-01,92,58,150,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.21.1202007,Coherent MHD Behaviour in a Shallow Magnetic Well Configuration in Heliotron J,2025-09-18,2025-11-04,,2026-01-01,47,58,105,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.21.1401012,Periodization of Chaotic Oscillations by Modulation of Discharge Voltage: System Response to Changes in Square-Wave Duty Cycle,2025-06-04,2025-11-28,,2026-01-01,177,34,211,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1203035,Estimation of Electrostatic Potential Fluctuations in Kelvin-Helmholtz Turbulence in Linear Plasmas using Multi-Scale CNN,2025-02-14,2025-05-08,,2025-06-25,83,48,131,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1406032,Investigation of the Compositional Effect of Mixed Gas of Heavy and Light Gas Species on the Parameters of Mixed Plasma Driven by Pulsed Power Discharge,2024-10-04,2025-04-22,,2025-06-24,200,63,263,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1403026,Prediction of Plasma Confinement Indices by Gaussian Process Regression,2024-06-12,2025-02-18,,2025-06-17,251,119,370,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1201031,Estimation of Ion Density of Helium Plasma using Collisional-Radiative Models in Linear Plasma Device NUMBER,2025-02-13,2025-04-14,,2025-06-17,60,64,124,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1201030,Application of Gaussian Process Regression to the Current-Voltage Characteristics of a Langmuir Probe,2025-03-06,2025-04-06,,2025-05-22,31,46,77,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1902029,"Erratum: “Estimation of the Tritium Yields in Deuterium Fusion Plasmas Considering the Fast-Ion Velocity Distribution Function” [Plasma Fusion Res. 17, 2402023 (2022)]",2025-04-01,2025-04-03,,2025-05-14,2,41,43,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1201027,Measurement of Ion Temperature during the Intermittent Negative Spike in Floating Potential,2025-01-31,2025-03-02,,2025-05-13,30,72,102,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1301025,Lagrangian Description of Reduced Magnetohydrodynamics,2025-01-09,2025-02-12,,2025-04-23,34,70,104,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1402022,Development of 154/116 GHz Dual-Frequency Gyrotron for the Large Helical Device,2024-12-24,2025-01-28,,2025-04-18,35,80,115,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1302020,Behavior of Sputtered Tungsten in the Divertor Plasma Simulator NAGDIS-II,2024-10-28,2025-01-21,,2025-04-17,85,86,171,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1201019,Gyrokinetic PIC Study on RMP Affected Neoclassical               Transport in Toroidal Plasmas,2024-12-02,2025-01-16,,2025-04-17,45,91,136,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1403017,Development of Bounce-Time-Based Orbit-Following Monte-Carlo Code,2024-12-01,2024-12-18,,2025-04-09,17,112,129,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1402024,Characterization of Transition to Detachment of Magnetic Confinement Plasmas via Data Driven Approach in LHD,2024-11-13,2025-01-26,,2025-04-08,74,72,146,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1203023,First Confinement Time Evaluation for Particles Axially Injected into a Non-Adiabatic Trap,2025-01-14,2025-02-03,,2025-03-28,20,53,73,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1405018,New Approach to Evaluate Joint Delamination Mechanism of Divertor by Finite Element Analysis Applying Cohesive Zone Model (CZM); Parametric Study on the Maximum Traction under Heating,2024-10-09,2024-12-23,,2025-03-28,75,95,170,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1402021,Prediction of Radiative Collapse in the Large Helical Device Plasma Discharges using Convolutional Neural Networks,2024-05-08,2024-12-13,,2025-03-07,219,84,303,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1401015,Contribution of Hydrogen Molecular Activated Recombination to Plasma Particle Loss in DT-ALPHA,2024-07-17,2024-12-02,,2025-02-21,138,81,219,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1402016,Three-Dimensional Analysis of Eddy Current in TOKASTAR-2,2024-04-29,2024-10-28,,2025-02-07,182,102,284,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2101008,Spectroscopy of Hydrogenic Spectral Lines in Plasmas: Review of the Latest Analytical Progresses,2024-07-11,2024-09-27,,2025-01-22,78,117,195,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2401014,EUV Spectra from Laser-Produced Tungsten Plasmas,2024-07-16,2024-10-23,,2025-01-22,99,91,190,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2401006,Temperature Dependent Shape of Quasi-Continuum Spectra from Highly Charged Heavy Ions Observed in the Large Helical Device,2024-07-24,2024-09-20,,2025-01-22,58,124,182,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2401007,Modeling of EUV Spectrum from Laser-Produced Sn Plasmas,2024-07-24,2024-09-26,,2025-01-22,64,118,182,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2401012,Influence of Stark Broadening on Ion Temperature Measurement for ITER Divertor Diagnosis,2024-08-21,2024-10-16,,2025-01-22,56,98,154,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2406004,Improvement of EUV Spectra by Optical Thickness Control,2024-07-15,2024-09-16,,2025-01-22,63,128,191,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2401002,SI-Traceable Line Intensity of H&lt;sub&gt;2&lt;/sub&gt;O near 1.393 µm,2024-07-30,2024-09-09,,2025-01-22,41,135,176,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2406003,Water-Window Soft X-Ray Spectra from Dual Laser-Produced Bi Plasmas,2024-07-15,2024-09-10,,2025-01-22,57,134,191,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2402010,The Observation of Tungsten Unresolved Transition Arrays Spectra at High Electron Temperature in Experimental Advanced Superconducting Tokamak (EAST) Plasma,2024-07-31,2024-10-15,,2025-01-22,76,99,175,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2402005,Investigation of Tungsten Unresolved Transition Array Spectrum around 300Å for Fusion Plasma Diagnostics,2024-07-24,2024-09-18,,2025-01-22,56,126,182,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2402011,"Observation and Line Analysis of Tungsten, Molybdenum and Copper Spectra at 20-150Å Emitted from Experimental Advanced Superconducting Tokamak (EAST) Plasma",2024-07-30,2024-10-16,,2025-01-22,78,98,176,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2406013,EUV Emission from a Regenerative Liquid Target Laser-Produced Plasma,2024-07-15,2024-10-23,,2025-01-22,100,91,191,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2402009,EUV Spectra of W&lt;sup&gt;13+&lt;/sup&gt; Ions in the Large Helical Device: Recent Progress in Observation of Tungsten Ions in Low to Intermediate Charge State Range for Fusion Plasma Diagnostics,2024-07-31,2024-10-10,,2025-01-22,71,104,175,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.2401001,Dynamic Stark Effect on Line Shapes in Laboratory and Fusion Plasma,2024-07-29,2024-09-05,,2025-01-22,38,139,177,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1301039,Physics-Informed Machine Learning Approach to Modeling Line Emission from Helium-Containing Plasmas,2025-05-12,2025-06-17,,2025-01-01,36,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1401046,Development of Line Integrated Thomson Scattering System for TST-2 Spherical Tokamak Device,2025-05-26,2025-07-13,,2025-01-01,48,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1403058,Development of a Hybrid Fast Ion Transport Code with Bounce Time-Step-Based Orbit-Following and Drift Orbit-Following,2025-09-16,2025-10-23,,2025-01-01,37,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1401057,Soft X-Ray Emission and Meta-Stable Population Dynamics in Sm-Like Pb and Neighboring Ions,2025-10-14,2025-10-25,,2025-01-01,11,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1405043,Progress in High-Temperature Superconducting WISE Conductors for Helical Fusion Reactors,2025-04-22,2025-07-03,,2025-01-01,72,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1203047,Performance Evaluation of High-Dimensional Spatio-Temporal Evolution Simulation Using Physics-Informed Neural Networks,2025-05-01,2025-07-29,,2025-01-01,89,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1402044,Density Dependence of Low-Frequency Edge Harmonic Oscillations in LHD H-Mode Plasmas,2025-04-06,2025-06-25,,2025-01-01,80,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1403036,Application of Data Assimilation to Transport Simulations of Tokamak Plasmas,2025-01-15,2025-05-16,,2025-01-01,121,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1403033,Self-Consistent Establishment of the Bohm Criterion in Two-Ion-Species Plasmas Based on the Anisotropic-Ion-Pressure Plasma Fluid Scheme,2025-03-31,2025-05-07,,2025-01-01,37,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1202056,Verification of Background Noise Estimation Method in W-Band Millimeter-Wave Back-Scattering System,2025-08-27,2025-10-09,,2025-01-01,43,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1201052,Revisit to Cormack Inversion Using Function Modification Technique for Plasma Tomography,2025-08-21,2025-09-22,,2025-01-01,32,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1403034,Development of Data Assimilation System for Temperature and Density Control in Helical Plasmas,2025-02-20,2025-05-08,,2025-01-01,77,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1402041,Direct Measurement of Reconnection Outflow Profile by Glass-Tube-Pair Type Doppler Probes in Tokamak Merging Experiments,2025-04-21,2025-06-20,,2025-01-01,60,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1405054,Plasma Driven Permeation of Hydrogen in Tungsten Deposition Layer under Co-Deposition of Tungsten and Hydrogen,2025-07-25,2025-10-05,,2025-01-01,72,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1201038,Observation of Electron Temperature and Density Gradients in Volumetric Recombining Plasma Using ECR Linear Plasma Experimental Device NUMBER,2025-04-23,2025-05-19,,2025-01-01,26,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1203048,Extraction of Nonlinear Waveforms in Geodesic Acoustic Modes by using Conditional Average,2025-05-27,2025-07-29,,2025-01-01,63,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1202053,Dependence of MHD Burst Events and Velocity Distribution Deformation on Magnetic Field Direction in LHD Plasma,2025-08-26,2025-09-22,,2025-01-01,27,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1202037,Identification of Ballooning-Type Pressure Driven Instability by Tomographic Reconstruction,2025-03-10,2025-05-27,,2025-01-01,78,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1302055,Formation of a Tungsten Co-Deposition Layer with Microparticles Using Pulsed Laser Deposition,2025-08-29,2025-10-17,,2025-01-01,49,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1203042,Spatial Structure of Low-Frequency Hall-MHD Wave Propagation in a Field-Reversed Configuration Plasma,2025-06-27,2025-07-03,,2025-01-01,6,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1201059,Predicting Spatio-Temporal Dynamics in Multi-Dimensional Turbulent Flows via Hankel Sparsity-Promoting Dynamic Mode Decomposition,2025-09-15,2025-10-31,,2025-01-01,46,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1401028,Quantitative Analysis of Doppler-Free Spectra via the Collisional-Radiative Model,2024-08-26,2025-03-19,,2025-01-01,205,,128,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1205050,Sintering Method of Pure Boron Pellet for Advanced Fusion Reactor,2025-08-27,2025-09-03,,2025-01-01,7,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1203049,Dependence on the Number of Test Fast Ions of Statistical Errors in Neutral Beam Current Drive Calculation,2025-05-23,2025-07-10,,2025-01-01,48,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1202045,Observation of Sheet Structure During Coaxial Helicity Injection in the QUEST Spherical Tokamak,2025-04-22,2025-07-05,,2025-01-01,74,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1205040,Numerical Analysis of Electrode Geometry Effects on Proton Generation and Acceleration in Pyroelectric Crystal Electrostatic Fields,2025-06-16,2025-06-23,,2025-01-01,7,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.20.1406051,Evaluation of Hydrogen Radical Production Using the Hydrogen Balmer-α Absorption Spectrum,2025-05-13,2025-09-17,,2025-01-01,127,,,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1402037,Fast Charge Exchange Spectroscopy for Measurements of Ion-Velocity-Space Distribution Function,2024-08-05,2024-11-10,,2024-12-27,97,47,144,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1201035,Hierarchical Clustering of Modes in Numerical Turbulence Fields,2024-09-29,2024-10-09,,2024-12-26,10,78,88,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1201032,Current Sheet Dynamics of High Guide-Field Magnetic Reconnection,2024-09-04,2024-09-27,,2024-12-20,23,84,107,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1201033,Generation of the Harmonic Structure of Upper Hybrid and Electron Cyclotron Waves Driven by Energetic Electrons,2024-08-28,2024-10-01,,2024-12-20,34,80,114,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1403034,Analyses of Particle and Energy Balances using a Core-SOL-Divertor (CSD) Model for Tokamak DEMO-Reactor Studies,2024-02-21,2024-10-09,,2024-11-22,231,44,275,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.1201031,On the Nonlinear Coupling of the High Wavenumber Fluctuations Exhibiting the Discrete Spectra Observed in PANTA,2024-08-23,2024-09-11,,2024-11-10,19,60,79,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.1401029,Digital-LHD: LHD Visualizer for Head-Mounted Display Systems,2024-07-09,2024-08-31,,2024-11-10,53,71,124,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.1205030,Power Supply Circuit for Dual Operation in Producing Tokamak and Reversed Field Pinch Plasmas in RELAX,2024-08-23,2024-09-11,,2024-11-10,19,60,79,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1301028,First Attempt at Photoionized Plasma Production with VUV Radiation in Synchrotron Light Source UVSOR-III,2024-04-06,2024-07-01,,2024-09-10,86,71,157,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1405027,System Dynamics Based Study on Fuel Cycle and Electric Power Balance during Deuterium-Deuterium Start-Up of a Tokamak Fusion Reactor,2024-05-27,2024-07-29,,2024-09-10,63,43,106,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1403026,Two-Dimensional Axisymmetric Finite Element Simulation of Lower Hybrid Wave with an Iterative Scheme,2023-10-27,2024-06-25,,2024-07-23,242,28,270,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1401024,VOIR: Virtual Reality Visualization Software for Large-Scale Simulations,2024-03-24,2024-06-08,,2024-07-16,76,38,114,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1202025,Initial Results of Producing Tokamak in RELAX,2024-04-09,2024-06-17,,2024-07-16,69,29,98,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1403023,Estimation of Plasma Vertical Position by Long-Short Term Memory Network with Time2Vec in a Small Tokamak Device PHiX,2024-02-22,2024-06-02,,2024-07-16,101,44,145,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1402022,Observation and Identification of W&lt;sup&gt;19+&lt;/sup&gt;-W&lt;sup&gt;23+&lt;/sup&gt; Spectra in the EUV Wavelength Region in the Vicinity of 200Å,2024-04-25,2024-05-29,,2024-07-09,34,41,75,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1405020,Irradiation Tests of the Sleeve for the Telescopic Arm of the ITER Blanket Remote Handling System,2023-09-28,2024-04-03,,2024-05-14,188,41,229,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1201021,Determination of Parallel and Perpendicular Ion Temperatures Based on Selective Ion Transmission in a Retarding Field Analyzer,2024-02-09,2024-04-03,,2024-05-02,54,29,83,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1403019,Implication of Parallel Velocity Gradient-Driven Instability with Hydrodynamic Electrons to SOL Width,2023-09-29,2024-02-29,,2024-05-02,153,63,216,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1903018,"&lt;b&gt;Erratum: “Classical Cross-Field Self-Di&lt;/b&gt;ff&lt;b&gt;usion Due to Finite Larmor Radius” [Plasma Fusion Res. 18, 1203090 (2023)]&lt;/b&gt;",2024-03-11,2024-03-14,,2024-04-09,3,26,29,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1402017,Evaluation of the Electron Temperature of the Ablation Cloud for the Small-Size Hydrogen Pellet Using Paschen Series in Heliotron J,2023-09-04,2024-02-16,,2024-03-25,165,38,203,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1201014,A Method to Analyze Plasma Images Using Modified Fourier-Bessel Functions,2024-01-11,2024-01-24,,2024-03-20,13,56,69,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1405015,Estimation and Measurement of Alpha Decay Pulses in Fission Detectors and Their Practical Application for Verifying Detector Health,2023-11-06,2024-01-03,,2024-03-20,58,77,135,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1405013,Electric Potential Profile with Distributed Degradation in the Terminal Joint for ITER TF Coil System,2023-08-03,2024-01-24,,2024-03-20,174,56,230,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1403016,Effect of Edge Shear Flow on Radial Spreading of Ballooning Mode Turbulence,2023-10-03,2024-02-08,,2024-03-20,128,41,169,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1402009,Development of Zeeman Split-Assisted Tomography for Helium Line Emission Distribution in LHD,2023-10-05,2023-12-17,,2024-02-27,73,72,145,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1406004,Electron Beam-Induced Reduction of Silver on TiO&lt;sub&gt;2&lt;/sub&gt; Film,2023-09-15,2023-11-27,,2024-02-27,73,92,165,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1205012,New Silica Removal Technique by Vacuum Heating toward High-Performance Cryosorption Pumps Based on Biomass-Based Activated Carbon,2023-12-15,2024-01-09,,2024-02-27,25,49,74,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1402010,Spectroscopic Study of Molybdenum Impurity Generation in LHW Sustained Plasmas on TST-2 Spherical Tokamak,2023-11-30,2024-01-04,,2024-02-15,35,42,77,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1405011,Effect of Ball Diameter on Mechanical Alloying Process for the Production of Dispersion Strengthened Tungsten,2023-09-10,2024-01-11,,2024-02-15,123,35,158,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1202008,Response of Energetic-Particle-Driven Magnetohydrodynamics (MHD) Instability to Modulated ECH in Heliotron J,2023-09-30,2023-11-29,,2024-02-08,60,71,131,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1402001,Suppression of “Edge MHD Instability of LHD” by External RMP,2023-10-18,2023-11-20,,2024-02-08,33,80,113,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1203006,Plausible Model Improvement Utilizing the Information Obtained from Data Assimilation,2023-10-31,2023-12-13,,2024-02-08,43,57,100,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1205007,Effect of Magnetic Field on High-Temperature and High-Pressure Water Corrosion Property of F82H,2023-12-10,2023-12-20,,2024-01-26,10,37,47,jstage
Plasma and Fusion Research,1880-6821,Physics,10.1585/pfr.19.1201005,Velocity Field Estimation using Tomography in a Cylindrical Plasma,2023-11-29,2023-12-09,,2024-01-26,10,48,58,jstage
